Codi_Districte,Nom_Districte,Nom_Carrer,Personas,Promedio_Import_Euros,Vehicles
9,Sant Andreu,Coll,149826,15124.747368421053,65745
2,Eixample,Ptge Concepció,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Comte Salvatierra,148201,25606.775510204083,102272
4,Les Corts,Danubi,81074,22022.035087719298,48622
7,Horta-Guinardó,Pi i Margall,172109,15152.317073170732,80895
7,Horta-Guinardó,Jadraque,172109,15152.317073170732,80895
3,Sants-Montjuïc,Jaume Fabra,183770,14625.393162393162,79559
1,Ciutat Vella,Ptge Lluís Cutchet,106028,11517.703703703704,33685
6,Gràcia,Av Repúb Argentina,121915,18340.74712643678,57643
10,Sant Martí,Rossend Nobas,239465,15323.08843537415,103094
6,Gràcia,Ptge St J Muntanya,121915,18340.74712643678,57643
1,Ciutat Vella,St Domènec Sta Cat,106028,11517.703703703704,33685
9,Sant Andreu,Ptge Tàrrega,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Torre,148201,25606.775510204083,102272
8,Nou Barris,Vacarisses,170736,12431.811965811965,66780
3,Sants-Montjuïc,Riego,183770,14625.393162393162,79559
1,Ciutat Vella,Moll Rellotge,106028,11517.703703703704,33685
10,Sant Martí,Pl Cultura,239465,15323.08843537415,103094
10,Sant Martí,Port Olímpic,239465,15323.08843537415,103094
8,Nou Barris,Pl Roquetes,170736,12431.811965811965,66780
9,Sant Andreu,Ponts Maquinista,149826,15124.747368421053,65745
3,Sants-Montjuïc,Pl Cal Muns,183770,14625.393162393162,79559
9,Sant Andreu,Manuel Muñoz,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Anglí,148201,25606.775510204083,102272
1,Ciutat Vella,Beates,106028,11517.703703703704,33685
7,Horta-Guinardó,Besòs,172109,15152.317073170732,80895
10,Sant Martí,Càller,239465,15323.08843537415,103094
1,Ciutat Vella,Cardona,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Casetes,148201,25606.775510204083,102272
9,Sant Andreu,Clot,149826,15124.747368421053,65745
1,Ciutat Vella,Pg Colom,106028,11517.703703703704,33685
9,Sant Andreu,Felip II,149826,15124.747368421053,65745
10,Sant Martí,Fluvià,239465,15323.08843537415,103094
3,Sants-Montjuïc,Pas F Gelabert,183770,14625.393162393162,79559
1,Ciutat Vella,Guillem,106028,11517.703703703704,33685
3,Sants-Montjuïc,Ferro,183770,14625.393162393162,79559
10,Sant Martí,Lluís Borrassà,239465,15323.08843537415,103094
6,Gràcia,Mateu,121915,18340.74712643678,57643
7,Horta-Guinardó,Mura,172109,15152.317073170732,80895
7,Horta-Guinardó,Passerell,172109,15152.317073170732,80895
10,Sant Martí,Ptge Piquer,239465,15323.08843537415,103094
8,Nou Barris,Ptge Quintana,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Sagrat Cor,148201,25606.775510204083,102272
1,Ciutat Vella,Sant Pau,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Santjoanistes,148201,25606.775510204083,102272
10,Sant Martí,Via Trajana,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Vilana,148201,25606.775510204083,102272
10,Sant Martí,Pl Artur Martorell,239465,15323.08843537415,103094
1,Ciutat Vella,Pl Joan Fiveller,106028,11517.703703703704,33685
9,Sant Andreu,Bofarull,149826,15124.747368421053,65745
4,Les Corts,Castellet,81074,22022.035087719298,48622
10,Sant Martí,Huelva,239465,15323.08843537415,103094
8,Nou Barris,Jaume Martí,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Jesús i Maria,148201,25606.775510204083,102272
3,Sants-Montjuïc,Joanot Martorell,183770,14625.393162393162,79559
8,Nou Barris,Llosa,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Mqsa de Vilallonga,148201,25606.775510204083,102272
9,Sant Andreu,Pg Mollerussa,149826,15124.747368421053,65745
7,Horta-Guinardó,Natzaret,172109,15152.317073170732,80895
7,Horta-Guinardó,Padilla,172109,15152.317073170732,80895
7,Horta-Guinardó,Pl Raimon Casellas,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Camí Sant Cugat,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Sant Eusebi,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Ptge Sant Felip,148201,25606.775510204083,102272
7,Horta-Guinardó,Sta Joaquima Vedru,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Illas i Vidal,148201,25606.775510204083,102272
10,Sant Martí,Esp Mar Bella,239465,15323.08843537415,103094
3,Sants-Montjuïc,Polvorí,183770,14625.393162393162,79559
3,Sants-Montjuïc,Ptge Yucatán,183770,14625.393162393162,79559
3,Sants-Montjuïc,Port de Casablanca,183770,14625.393162393162,79559
8,Nou Barris,Pl Joaquim Serra,170736,12431.811965811965,66780
3,Sants-Montjuïc,Andalusia,183770,14625.393162393162,79559
10,Sant Martí,Andrade,239465,15323.08843537415,103094
7,Horta-Guinardó,Ptge Arc St Martí,172109,15152.317073170732,80895
1,Ciutat Vella,Arc Sant Silvestre,106028,11517.703703703704,33685
1,Ciutat Vella,Boqueria,106028,11517.703703703704,33685
7,Horta-Guinardó,Ptge Capdevila,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Quatre Camins,148201,25606.775510204083,102272
10,Sant Martí,Enamorats,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Escipió,148201,25606.775510204083,102272
1,Ciutat Vella,Fonollar,106028,11517.703703703704,33685
4,Les Corts,Gelabert,81074,22022.035087719298,48622
6,Gràcia,Ctra Sant Cugat,121915,18340.74712643678,57643
3,Sants-Montjuïc,Forn,183770,14625.393162393162,79559
7,Horta-Guinardó,Lisboa,172109,15152.317073170732,80895
3,Sants-Montjuïc,Pl Bonet i Muixí,183770,14625.393162393162,79559
9,Sant Andreu,Pl Marià Brossa,149826,15124.747368421053,65745
7,Horta-Guinardó,Marsans i Rof,172109,15152.317073170732,80895
2,Eixample,Ptge Mercat,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Oriol Mestres,148201,25606.775510204083,102272
7,Horta-Guinardó,Pau Ferran,172109,15152.317073170732,80895
6,Gràcia,Perill,121915,18340.74712643678,57643
4,Les Corts,Ptge Pintor Tapiró,81074,22022.035087719298,48622
10,Sant Martí,Pg Pujades,239465,15323.08843537415,103094
10,Sant Martí,Salern,239465,15323.08843537415,103094
7,Horta-Guinardó,Samaria,172109,15152.317073170732,80895
1,Ciutat Vella,Sant Felip Neri,106028,11517.703703703704,33685
10,Sant Martí,Sant Quintí,239465,15323.08843537415,103094
3,Sants-Montjuïc,Sgon Jocs Mediterr,183770,14625.393162393162,79559
10,Sant Martí,J Rubió i Balaguer,239465,15323.08843537415,103094
10,Sant Martí,Àngels Garriga,239465,15323.08843537415,103094
8,Nou Barris,Pl Carmen Laforet,170736,12431.811965811965,66780
7,Horta-Guinardó,Bda Combinació,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Felip Gil,148201,25606.775510204083,102272
4,Les Corts,Felipe de Paz,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Pl F Casablancas,148201,25606.775510204083,102272
10,Sant Martí,Ferran Valentí,239465,15323.08843537415,103094
2,Eixample,Fontanella,266857,18867.71676300578,128137
2,Eixample,Pl Gaudí,266857,18867.71676300578,128137
2,Eixample,Ptge Valeri Serra,266857,18867.71676300578,128137
6,Gràcia,Montseny,121915,18340.74712643678,57643
8,Nou Barris,Nou Pins,170736,12431.811965811965,66780
10,Sant Martí,Perú,239465,15323.08843537415,103094
1,Ciutat Vella,Sant Ignasi,106028,11517.703703703704,33685
1,Ciutat Vella,Sant Martí,106028,11517.703703703704,33685
4,Les Corts,Sena,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Mare Déu de Gràcia,148201,25606.775510204083,102272
8,Nou Barris,Pl Primer de Maig,170736,12431.811965811965,66780
7,Horta-Guinardó,Pas Isadora Duncan,172109,15152.317073170732,80895
3,Sants-Montjuïc,Número 28,183770,14625.393162393162,79559
10,Sant Martí,Ptge Maria Llimona,239465,15323.08843537415,103094
6,Gràcia,Aldea,121915,18340.74712643678,57643
1,Ciutat Vella,Arc de Sant Onofre,106028,11517.703703703704,33685
6,Gràcia,Cambrils,121915,18340.74712643678,57643
8,Nou Barris,Conflent,170736,12431.811965811965,66780
4,Les Corts,Constança,81074,22022.035087719298,48622
2,Eixample,Pg Gràcia,266857,18867.71676300578,128137
1,Ciutat Vella,Jupí,106028,11517.703703703704,33685
3,Sants-Montjuïc,Palma,183770,14625.393162393162,79559
3,Sants-Montjuïc,Quetzal,183770,14625.393162393162,79559
1,Ciutat Vella,Pl S Josep Oriol,106028,11517.703703703704,33685
1,Ciutat Vella,Segòvia,106028,11517.703703703704,33685
7,Horta-Guinardó,Tajo,172109,15152.317073170732,80895
7,Horta-Guinardó,Telègraf,172109,15152.317073170732,80895
1,Ciutat Vella,Vicaria,106028,11517.703703703704,33685
9,Sant Andreu,Filatures,149826,15124.747368421053,65745
3,Sants-Montjuïc,Av Número 2,183770,14625.393162393162,79559
9,Sant Andreu,Sense Nom (701908),149826,15124.747368421053,65745
2,Eixample,Ptge Bofill,266857,18867.71676300578,128137
7,Horta-Guinardó,Queixans,172109,15152.317073170732,80895
4,Les Corts,Caravel·la La Niña,81074,22022.035087719298,48622
7,Horta-Guinardó,Rbla Carmel,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Moliné,148201,25606.775510204083,102272
1,Ciutat Vella,Montsió,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Munner,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Pau Feu,148201,25606.775510204083,102272
3,Sants-Montjuïc,Panissars,183770,14625.393162393162,79559
9,Sant Andreu,Residència,149826,15124.747368421053,65745
2,Eixample,Rosselló,266857,18867.71676300578,128137
1,Ciutat Vella,Salomó Ben Adret,106028,11517.703703703704,33685
6,Gràcia,Sargelet,121915,18340.74712643678,57643
4,Les Corts,Trav Corts,81074,22022.035087719298,48622
8,Nou Barris,Plta Luis Buñuel,170736,12431.811965811965,66780
3,Sants-Montjuïc,Micaela Chalmeta,183770,14625.393162393162,79559
8,Nou Barris,Alcúdia,170736,12431.811965811965,66780
3,Sants-Montjuïc,Blai,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Caire,148201,25606.775510204083,102272
7,Horta-Guinardó,Feliu,172109,15152.317073170732,80895
7,Horta-Guinardó,Pg Font Mulassa,172109,15152.317073170732,80895
2,Eixample,Av Paral·lel,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Panxampla,148201,25606.775510204083,102272
1,Ciutat Vella,Rauric,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Pl S Gr Taumaturg,148201,25606.775510204083,102272
1,Ciutat Vella,Sant Simplici,106028,11517.703703703704,33685
4,Les Corts,Sarasate,81074,22022.035087719298,48622
3,Sants-Montjuïc,Ptge Serrahima,183770,14625.393162393162,79559
2,Eixample,Tarragona,266857,18867.71676300578,128137
10,Sant Martí,Topete,239465,15323.08843537415,103094
3,Sants-Montjuïc,Moll Adossat,183770,14625.393162393162,79559
10,Sant Martí,Estocolm,239465,15323.08843537415,103094
10,Sant Martí,Melbourne,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Camí Faig,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Pl G Rubió Bellver,148201,25606.775510204083,102272
10,Sant Martí,Alcalá de Guadaira,239465,15323.08843537415,103094
1,Ciutat Vella,Volta del Remei,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Pl Vallvidrera,148201,25606.775510204083,102272
6,Gràcia,Carolines,121915,18340.74712643678,57643
7,Horta-Guinardó,Cartagena,172109,15152.317073170732,80895
10,Sant Martí,Ptge Ciutadans,239465,15323.08843537415,103094
6,Gràcia,Comte de Noroña,121915,18340.74712643678,57643
3,Sants-Montjuïc,Comtes Bell-lloc,183770,14625.393162393162,79559
6,Gràcia,Doctor Rizal,121915,18340.74712643678,57643
9,Sant Andreu,Ferran Junoy,149826,15124.747368421053,65745
10,Sant Martí,Ptge Foret,239465,15323.08843537415,103094
9,Sant Andreu,Formiga,149826,15124.747368421053,65745
7,Horta-Guinardó,Grífols,172109,15152.317073170732,80895
8,Nou Barris,Guineueta,170736,12431.811965811965,66780
1,Ciutat Vella,Jerusalem,106028,11517.703703703704,33685
3,Sants-Montjuïc,Juan Bravo,183770,14625.393162393162,79559
10,Sant Martí,Llatzeret,239465,15323.08843537415,103094
7,Horta-Guinardó,Pl Maragall,172109,15152.317073170732,80895
2,Eixample,Méndez Núñez,266857,18867.71676300578,128137
7,Horta-Guinardó,Mare Déu Àngels,172109,15152.317073170732,80895
10,Sant Martí,Rosselló,239465,15323.08843537415,103094
8,Nou Barris,Ptge Brull,170736,12431.811965811965,66780
10,Sant Martí,Anaïs Nin,239465,15323.08843537415,103094
9,Sant Andreu,Pl Can Portabella,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Lligabosc,148201,25606.775510204083,102272
1,Ciutat Vella,Argenter,106028,11517.703703703704,33685
3,Sants-Montjuïc,B Zona Franca,183770,14625.393162393162,79559
8,Nou Barris,Cartellà,170736,12431.811965811965,66780
1,Ciutat Vella,Colomines,106028,11517.703703703704,33685
9,Sant Andreu,Espronceda,149826,15124.747368421053,65745
3,Sants-Montjuïc,Font Florida,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Robínia,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Josep Garí,148201,25606.775510204083,102272
4,Les Corts,Ptge Madrona Piera,81074,22022.035087719298,48622
1,Ciutat Vella,Mestrança,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Marmellà,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Miño,148201,25606.775510204083,102272
10,Sant Martí,Ptge Olivé Marista,239465,15323.08843537415,103094
7,Horta-Guinardó,Olvan,172109,15152.317073170732,80895
1,Ciutat Vella,Plta Pi,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Rubinstein,148201,25606.775510204083,102272
7,Horta-Guinardó,Salses,172109,15152.317073170732,80895
7,Horta-Guinardó,Samaniego,172109,15152.317073170732,80895
7,Horta-Guinardó,Sorolla,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Sagrada Família,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Pl Alfonso Comín,148201,25606.775510204083,102272
3,Sants-Montjuïc,Ptge Daró,183770,14625.393162393162,79559
6,Gràcia,Plta Agustí Pinyol,121915,18340.74712643678,57643
6,Gràcia,Ptge Alió,121915,18340.74712643678,57643
1,Ciutat Vella,Arai,106028,11517.703703703704,33685
7,Horta-Guinardó,Arc de Sant Martí,172109,15152.317073170732,80895
10,Sant Martí,Besalú,239465,15323.08843537415,103094
7,Horta-Guinardó,Bisbal,172109,15152.317073170732,80895
1,Ciutat Vella,Pl Comercial,106028,11517.703703703704,33685
9,Sant Andreu,Ptge Constància,149826,15124.747368421053,65745
1,Ciutat Vella,Espalter,106028,11517.703703703704,33685
3,Sants-Montjuïc,Ferrocarrils Cat,183770,14625.393162393162,79559
9,Sant Andreu,Grau,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,José de Agulló,148201,25606.775510204083,102272
10,Sant Martí,GV Corts Catalanes,239465,15323.08843537415,103094
10,Sant Martí,Jubany,239465,15323.08843537415,103094
7,Horta-Guinardó,Lletres,172109,15152.317073170732,80895
9,Sant Andreu,Camp de la Ferro,149826,15124.747368421053,65745
2,Eixample,Ptge Pere Calders,266857,18867.71676300578,128137
7,Horta-Guinardó,Ramon Rocafull,172109,15152.317073170732,80895
2,Eixample,Ptge Roger de Flor,266857,18867.71676300578,128137
1,Ciutat Vella,Moll Occidental,106028,11517.703703703704,33685
7,Horta-Guinardó,Pl Boyeros,172109,15152.317073170732,80895
10,Sant Martí,Neus Bouza Gil,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Pl M Luisa Granero,148201,25606.775510204083,102272
4,Les Corts,Av Exèrcit,81074,22022.035087719298,48622
2,Eixample,Av Diagonal,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Pl Prat de la Riba,148201,25606.775510204083,102272
3,Sants-Montjuïc,Jacquard,183770,14625.393162393162,79559
1,Ciutat Vella,Louis Braille,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Mandri,148201,25606.775510204083,102272
8,Nou Barris,Montmajor,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Negrevernís,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Rector Ubach,148201,25606.775510204083,102272
6,Gràcia,Rabassa,121915,18340.74712643678,57643
6,Gràcia,Ramis,121915,18340.74712643678,57643
9,Sant Andreu,Ramon Albó,149826,15124.747368421053,65745
1,Ciutat Vella,Ptge Rellotge,106028,11517.703703703704,33685
1,Ciutat Vella,Riudarenes,106028,11517.703703703704,33685
3,Sants-Montjuïc,Sugranyes,183770,14625.393162393162,79559
7,Horta-Guinardó,Torre Dulac,172109,15152.317073170732,80895
1,Ciutat Vella,Escar,106028,11517.703703703704,33685
1,Ciutat Vella,Pl Víctor Balaguer,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Mare Déu Carmel,148201,25606.775510204083,102272
10,Sant Martí,Los Angeles,239465,15323.08843537415,103094
3,Sants-Montjuïc,Gaià,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Pl Àngel Rodríguez,148201,25606.775510204083,102272
1,Ciutat Vella,Plta A Capmany,106028,11517.703703703704,33685
4,Les Corts,Baldiri Reixac,81074,22022.035087719298,48622
8,Nou Barris,Boada,170736,12431.811965811965,66780
1,Ciutat Vella,Dagueria,106028,11517.703703703704,33685
1,Ciutat Vella,Forn de la Fonda,106028,11517.703703703704,33685
10,Sant Martí,Pl Infància,239465,15323.08843537415,103094
10,Sant Martí,Joan de Palomar,239465,15323.08843537415,103094
7,Horta-Guinardó,Mestre Dalmau,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Amarant,148201,25606.775510204083,102272
4,Les Corts,Nicaragua,81074,22022.035087719298,48622
1,Ciutat Vella,Pla Palau,106028,11517.703703703704,33685
9,Sant Andreu,Sas,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Setantí,148201,25606.775510204083,102272
6,Gràcia,Siracusa,121915,18340.74712643678,57643
9,Sant Andreu,Torné,149826,15124.747368421053,65745
3,Sants-Montjuïc,Valls,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Camí Fredolic,148201,25606.775510204083,102272
10,Sant Martí,Alfons el Magnànim,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Bellesguard,148201,25606.775510204083,102272
1,Ciutat Vella,Botella,106028,11517.703703703704,33685
2,Eixample,Calàbria,266857,18867.71676300578,128137
4,Les Corts,Cirerers,81074,22022.035087719298,48622
7,Horta-Guinardó,Duero,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Camí Lliça,148201,25606.775510204083,102272
10,Sant Martí,Ptge Marina,239465,15323.08843537415,103094
1,Ciutat Vella,Mariners,106028,11517.703703703704,33685
3,Sants-Montjuïc,Metal·lúrgia,183770,14625.393162393162,79559
6,Gràcia,Minerva,121915,18340.74712643678,57643
9,Sant Andreu,Palència,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pins Can Caralleu,148201,25606.775510204083,102272
10,Sant Martí,Pl St J Calassanç,239465,15323.08843537415,103094
8,Nou Barris,Sant Quirze Safaja,170736,12431.811965811965,66780
4,Les Corts,Ptge S Ramon Nonat,81074,22022.035087719298,48622
1,Ciutat Vella,Bda Santa Eulàlia,106028,11517.703703703704,33685
7,Horta-Guinardó,Segimon,172109,15152.317073170732,80895
9,Sant Andreu,Pl Trinitat,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Vallmajor,148201,25606.775510204083,102272
6,Gràcia,M Déu Desemparats,121915,18340.74712643678,57643
4,Les Corts,Pl Corts,81074,22022.035087719298,48622
3,Sants-Montjuïc,Ptge Bateries,183770,14625.393162393162,79559
9,Sant Andreu,Pl Indians,149826,15124.747368421053,65745
3,Sants-Montjuïc,C Moll Inflamables,183770,14625.393162393162,79559
6,Gràcia,Otília Castellví,121915,18340.74712643678,57643
4,Les Corts,Adolf Florensa,81074,22022.035087719298,48622
7,Horta-Guinardó,Alcalde de Zalamea,172109,15152.317073170732,80895
7,Horta-Guinardó,Arquit Martorell,172109,15152.317073170732,80895
8,Nou Barris,Camós,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Alberes,148201,25606.775510204083,102272
7,Horta-Guinardó,Josep Ciurana,172109,15152.317073170732,80895
1,Ciutat Vella,Pl Lluís Millet,106028,11517.703703703704,33685
8,Nou Barris,Marín,170736,12431.811965811965,66780
9,Sant Andreu,Marquès Santillana,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pl S Vicenç Sarrià,148201,25606.775510204083,102272
3,Sants-Montjuïc,Maria Montessori,183770,14625.393162393162,79559
9,Sant Andreu,Joan Comorera,149826,15124.747368421053,65745
3,Sants-Montjuïc,Transversal 7,183770,14625.393162393162,79559
8,Nou Barris,Ctra Alta Roquetes,170736,12431.811965811965,66780
9,Sant Andreu,Ardèvol,149826,15124.747368421053,65745
2,Eixample,Casanova,266857,18867.71676300578,128137
9,Sant Andreu,Cretes,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Camí Mas Guimbau,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Camí Mare Déu Lord,148201,25606.775510204083,102272
1,Ciutat Vella,Bisbe,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Palafolls,148201,25606.775510204083,102272
7,Horta-Guinardó,Panorama,172109,15152.317073170732,80895
10,Sant Martí,Pau,239465,15323.08843537415,103094
8,Nou Barris,Pitàgores,170736,12431.811965811965,66780
10,Sant Martí,Ptge Puigmadrona,239465,15323.08843537415,103094
1,Ciutat Vella,St Anto Sombrerers,106028,11517.703703703704,33685
6,Gràcia,Santa Àgata,121915,18340.74712643678,57643
3,Sants-Montjuïc,Santa Cecília,183770,14625.393162393162,79559
7,Horta-Guinardó,Sinaí,172109,15152.317073170732,80895
3,Sants-Montjuïc,Pl Vázquez Mella,183770,14625.393162393162,79559
3,Sants-Montjuïc,Doctor Font i Quer,183770,14625.393162393162,79559
10,Sant Martí,Pl Diagonal Mar,239465,15323.08843537415,103094
4,Les Corts,J Sunyol i Garriga,81074,22022.035087719298,48622
10,Sant Martí,Pl C Arderiu,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Camí T Sansalvador,148201,25606.775510204083,102272
9,Sant Andreu,Arc del Mercat,149826,15124.747368421053,65745
3,Sants-Montjuïc,Rbla Brasil,183770,14625.393162393162,79559
7,Horta-Guinardó,Ceuta,172109,15152.317073170732,80895
1,Ciutat Vella,Cecs de Sant Cugat,106028,11517.703703703704,33685
6,Gràcia,Congost,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Cornet i Mas,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Mare Déu de Núria,148201,25606.775510204083,102272
1,Ciutat Vella,Pl Cucurulla,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Esc Bellavista,148201,25606.775510204083,102272
6,Gràcia,Ptge Farigola,121915,18340.74712643678,57643
10,Sant Martí,Ferrocarril,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Folgueroles,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Freixa,148201,25606.775510204083,102272
7,Horta-Guinardó,Ptge Galla,172109,15152.317073170732,80895
7,Horta-Guinardó,Garriguella,172109,15152.317073170732,80895
6,Gràcia,Goya,121915,18340.74712643678,57643
3,Sants-Montjuïc,Hortes,183770,14625.393162393162,79559
6,Gràcia,Jesús,121915,18340.74712643678,57643
7,Horta-Guinardó,Lluís Sagnier,172109,15152.317073170732,80895
8,Nou Barris,Marçà,170736,12431.811965811965,66780
9,Sant Andreu,Pardo,149826,15124.747368421053,65745
3,Sants-Montjuïc,Piquer,183770,14625.393162393162,79559
10,Sant Martí,Rector Vallfogona,239465,15323.08843537415,103094
8,Nou Barris,Sant Ferran,170736,12431.811965811965,66780
9,Sant Andreu,Sentís,149826,15124.747368421053,65745
1,Ciutat Vella,Serra Xic,106028,11517.703703703704,33685
9,Sant Andreu,Ptge Sòcrates,149826,15124.747368421053,65745
1,Ciutat Vella,Sots-tinent Navarr,106028,11517.703703703704,33685
4,Les Corts,Camí Torre Melina,81074,22022.035087719298,48622
6,Gràcia,Valldoreix,121915,18340.74712643678,57643
10,Sant Martí,Rbla Volart,239465,15323.08843537415,103094
10,Sant Martí,Ptja Nova Mar Bell,239465,15323.08843537415,103094
3,Sants-Montjuïc,Pl Buenav Durruti,183770,14625.393162393162,79559
3,Sants-Montjuïc,Transversal 1,183770,14625.393162393162,79559
3,Sants-Montjuïc,Transversal 15,183770,14625.393162393162,79559
9,Sant Andreu,SN(Andana Est C M,149826,15124.747368421053,65745
10,Sant Martí,Irena Sendler,239465,15323.08843537415,103094
1,Ciutat Vella,Sèquia,106028,11517.703703703704,33685
8,Nou Barris,Aiguablava,170736,12431.811965811965,66780
7,Horta-Guinardó,Ourense,172109,15152.317073170732,80895
1,Ciutat Vella,Arc de Sant Vicenç,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Drec Vallvidrera,148201,25606.775510204083,102272
10,Sant Martí,Av Icària,239465,15323.08843537415,103094
9,Sant Andreu,Pl Card Cicognani,149826,15124.747368421053,65745
6,Gràcia,Ptge Espíria,121915,18340.74712643678,57643
1,Ciutat Vella,Estel,106028,11517.703703703704,33685
7,Horta-Guinardó,Pas Marina,172109,15152.317073170732,80895
6,Gràcia,Mercedes,121915,18340.74712643678,57643
6,Gràcia,Pare Jacint Alegre,121915,18340.74712643678,57643
8,Nou Barris,Poeta Masifern,170736,12431.811965811965,66780
9,Sant Andreu,Ptge Rustullet,149826,15124.747368421053,65745
6,Gràcia,Venus,121915,18340.74712643678,57643
7,Horta-Guinardó,Av Card Vidal Barr,172109,15152.317073170732,80895
3,Sants-Montjuïc,Ptge Suez,183770,14625.393162393162,79559
3,Sants-Montjuïc,Ptge Ormuz,183770,14625.393162393162,79559
4,Les Corts,Pl Marga Rivière  ,81074,22022.035087719298,48622
4,Les Corts,Pl Mirall Pedralbe,81074,22022.035087719298,48622
9,Sant Andreu,Pl Canòdrom,149826,15124.747368421053,65745
7,Horta-Guinardó,Ptge Andalet,172109,15152.317073170732,80895
7,Horta-Guinardó,Bismarck,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Can Basseda,148201,25606.775510204083,102272
6,Gràcia,Collserola,121915,18340.74712643678,57643
8,Nou Barris,Darnius,170736,12431.811965811965,66780
8,Nou Barris,Diana,170736,12431.811965811965,66780
6,Gràcia,Apel·les Mestres,121915,18340.74712643678,57643
8,Nou Barris,F García Lorca,170736,12431.811965811965,66780
6,Gràcia,Pl Lesseps,121915,18340.74712643678,57643
6,Gràcia,Pl Grau Miró,121915,18340.74712643678,57643
1,Ciutat Vella,Gignàs,106028,11517.703703703704,33685
2,Eixample,Roger de Llúria,266857,18867.71676300578,128137
8,Nou Barris,Lluc,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Manelic,148201,25606.775510204083,102272
3,Sants-Montjuïc,Ctra Miramar,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Osona,148201,25606.775510204083,102272
1,Ciutat Vella,Paredes,106028,11517.703703703704,33685
8,Nou Barris,Pujalt,170736,12431.811965811965,66780
1,Ciutat Vella,Regomir,106028,11517.703703703704,33685
